Month,Rainfall,Lat,Lon
Oct,7.5,-19.48,17.19
Oct,0,-19.45,18.41
Oct,0,-19.4,18.61
Oct,0,-19.1,18.79
Oct,8.57,-18.17,15.44
Oct,8.57,-18.73,17.58
Oct,0,-18.47,17.34
Oct,0,-18.86,18.13
Oct,0,-18.79,18.93
Oct,0,-17.89,15.07
Oct,0,-18.05,13.84
Oct,8.57,-17.91,15.35
Oct,0,-18.05,15.96
Oct,24,-17.91,15.97
Oct,0,-18.12,15.54
Oct,0,-17.72,16.14
Oct,0,-17.79,16.46
Oct,8.57,-18.04,20.7
Oct,8.57,-17.52,14.63
Oct,0,-17.59,14.68
Oct,0,-17.74,14.88
Oct,0,-17.51,14.99
Oct,8.57,-17.67,15.47
Oct,0,-17.91,15.7
Oct,0,-17.88,15.95
Oct,14,-17.52,16.05
Oct,8.57,-17.57,17.22
Oct,0,-17.67,18.23
Oct,8.57,-17.85,19.35
Oct,8.57,-17.92,19.75
Oct,4,-17.9,20.21
Oct,0,-17.98,20.52
Oct,0,-17.87,22.9
Oct,0,-17.97,23.45
Oct,0,-17.78,23.82
Oct,0,-17.71,24.53
Oct,6,-17.92,24.71
Oct,0,-17.44,15.33
Oct,8.57,-17.63,24.18
Oct,8.57,-17.49,24.28
Oct,8.57,-17.49,24.28
Oct,8.57,-17.49,24.32
Oct,17.2,-28.09,18.69
Oct,34,-28.02,18.75
Oct,35.6,-28.12,19.84
Oct,21.2,-27.47,19.61
Oct,26.5,-27.21,18.97
Oct,8.57,-26,16
Oct,8.57,-26.93,17.94
Oct,8.57,-26.58,18.12
Oct,0,-26.54,18.11
Oct,20.5,-26.8,19.65
Oct,32,-26.97,19.8
Oct,8.57,-26.5,17.15
Oct,0,-26.5,17.15
Oct,0,-25.6,16.35
Oct,0,-25.72,16.55
Oct,8.57,-26,17.77
Oct,8.1,-25.88,18.12
Oct,65,-25.94,19.12
Oct,0,-25.13,17.78
Oct,26,-25.38,19.1
Oct,0,-24.85,16.98
Oct,9,-24.62,17.97
Oct,13.5,-24.86,18.81
Oct,8.57,-24.85,18.8
Oct,8.57,-24.19,17.03
Oct,8.57,-24.27,17.07
Oct,8.57,-24.04,17.12
Oct,8.57,-24.18,17.36
Oct,8.57,-24.05,17.4
Oct,8.57,-24.23,17.49
Oct,1,-24.23,17.5
Oct,8.57,-24.52,17.85
Oct,8.57,-24.36,17.57
Oct,7.1,-24.14,19.12
Oct,8.57,-23.28,14.76
Oct,8.57,-23.53,17.99
Oct,0,-23.92,18.05
Oct,0,-23.68,18.27
Oct,5.3,-23.9,18.28
Oct,8.57,-23.67,18.39
Oct,16.1,-23.5,19.89
Oct,0,-23.32,17.09
Oct,0,-23.12,18.4
Oct,0.4,-22.98,14.65
Oct,0,-22.36,16.13
Oct,8.57,-22.78,16.37
Oct,0,-22.65,16.45
Oct,8.57,-22.57,16.78
Oct,1.2,-22.8,16.83
Oct,2.4,-22.08,16.94
Oct,8.57,-22.58,17.07
Oct,0,-22.61,17.08
Oct,14.7,-22.6,17.07
Oct,8.57,-22.57,17.09
Oct,16,-22.57,17.09
Oct,0,-22.78,17.38
Oct,0,-22.83,17.78
Oct,0,-22.45,18.96
Oct,0,-21.85,15.21
Oct,0,-21.58,15.45
Oct,0,-22.26,16.42
Oct,8.57,-22.21,16.53
Oct,5.8,-22.3,16.93
Oct,8.57,-22.02,16.96
Oct,8.57,-22.46,17.24
Oct,0,-21.98,16.92
Oct,3,-22.5,17.4
Oct,8.57,-21.15,17.18
Oct,8.57,-21.98,17.22
Oct,44,-22.16,17.78
Oct,24,-22.26,18.15
Oct,0,-22.42,18.48
Oct,22.5,-21.6,19.41
Oct,0,-21.84,20.75
Oct,0,-21.23,14.9
Oct,0,-21.36,15.37
Oct,0,-21.91,16.32
Oct,0,-21.98,16.92
Oct,0,-21.7,17.7
Oct,40,-21.12,17.7
Oct,0,-21.66,17.82
Oct,8,-21.82,18.23
Oct,27,-21.14,18.79
Oct,8.57,-21.7,19.13
Oct,0,-20.56,14.66
Oct,0,-20.95,14.83
Oct,0,-21.05,15.51
Oct,8.57,-21.22,15.73
Oct,0,-21.42,15.95
Oct,0.8,-21.04,16.22
Oct,57,-21.12,17.22
Oct,22.1,-21.2,17.82
Oct,15,-21.28,18.07
Oct,9.2,-21.41,18.16
Oct,17.9,-20.99,18.23
Oct,76.5,-20.61,20.85
Oct,0,-20.22,14.07
Oct,0,-20.38,14.97
Oct,0,-20.21,15.01
Oct,0,-20.47,15.27
Oct,0,-20.27,15.3
Oct,0,-20.11,16.15
Oct,0,-20.88,15.85
Oct,8,-20.46,16.65
Oct,42,-20.42,17.33
Oct,17,-20.93,17.78
Oct,20.9,-20.96,17.82
Oct,42,-20.41,18.22
Oct,5,-20.42,19.82
Oct,0,-20.25,20.83
Oct,0,-19.69,14.32
Oct,0,-19.8,14.54
Oct,8.57,-19.63,14.85
Oct,8.57,-20.45,16.63
Oct,58.8,-19.64,17.35
Oct,48,-19.56,18.11
Oct,48,-19.64,18.6
Oct,50,-19.6,20.5
Oct,0,-19.12,13.62
Oct,0,-19.06,14.35
Oct,0,-19.31,14.48
Oct,8.57,-19.8,14.82
Oct,5,-19.81,15.18
Oct,8.57,-19.42,17.43
Oct,40.5,-19.16,17.85
Oct,36,-19.66,17.86
Oct,57,-19.71,17.97
Oct,79,-19.34,18.06
Oct,49,-19.59,18.14
Oct,8.57,-19.31,18.15
Oct,72,-19.28,19.2
Oct,12,-19.5,19.63
Oct,8.57,-18.92,14.11
Oct,16.9,-19.18,15.92
Oct,1.5,-19.33,15.94
Oct,40.5,-19.35,17.13
Oct,45,-19.48,17.19
Oct,63,-19.45,18.41
Oct,67.5,-19.4,18.61
Oct,49.5,-19.1,18.79
Oct,8.57,-18.3,13.65
Oct,3,-18.06,13.84
Oct,0,-18.12,14.32
Oct,0,-18.17,15.44
Oct,0,-18.19,16.38
Oct,11.7,-18.81,16.94
Oct,0,-18.08,16.53
Oct,8.57,-18.41,16.64
Oct,5.5,-18.49,17.06
Oct,8.57,-18.73,17.58
Oct,8.57,-18.47,17.34
Oct,66,-18.86,18.13
Oct,64,-18.79,18.93
Oct,20,-18.2,19.48
Oct,20,-18.37,19.83
Oct,0,-17.89,15.07
Oct,0,-17.65,15.47
Oct,0,-17.86,13.03
Oct,0,-18.01,13.82
Oct,0,-18.05,13.84
Oct,0,-17.9,15.56
Oct,0,-17.79,15.61
Oct,0,-18.05,15.96
Oct,0,-18.02,15.92
Oct,0,-17.93,15.87
Oct,0.4,-17.43,16.71
Oct,1,-17.91,15.97
Oct,0,-18.12,15.54
Oct,11,-17.72,16.14
Oct,0,-17.95,16.2
Oct,0,-18.24,16.24
Oct,20,-17.79,16.46
Oct,0,-17.57,16.75
Oct,0,-17.54,17.72
Oct,10.5,-17.96,19.73
Oct,25.5,-17.9,19.81
Oct,13.7,-18.04,20.7
Oct,36,-18.04,21.43
Oct,0,-17.59,14.68
Oct,0,-17.74,14.88
Oct,0,-17.51,14.99
Oct,0,-17.55,15.53
Oct,8.57,-17.91,15.7
Oct,0,-17.99,15.69
Oct,0,-17.61,15.74
Oct,0,-17.79,15.77
Oct,0,-17.82,15.93
Oct,1,-17.88,15.95
Oct,8.57,-17.92,15.98
Oct,8.57,-17.52,16.05
Oct,0,-17.79,16.07
Oct,11,-17.67,18.23
Oct,11.5,-17.68,18.66
Oct,21,-17.84,19.05
Oct,10.5,-17.91,19.77
Oct,21,-17.9,20.21
Oct,14,-17.98,20.52
Oct,10.3,-17.82,23.4
Oct,0,-17.97,23.45
Oct,0,-17.78,23.82
Oct,7,-17.66,24.14
Oct,3.6,-17.71,24.53
Oct,0,-17.98,24.12
Oct,0,-17.92,24.71
Oct,0,-17.44,13.27
Oct,0,-17.44,14.43
Oct,0,-17.46,15.09
Oct,0,-17.45,15.67
Oct,0,-17.44,15.33
Oct,0,-17.45,15.89
Oct,0,-17.48,16.33
Oct,13.6,-17.63,24.18
Oct,12.8,-28.09,18.69
Oct,7.4,-28.02,18.75
Oct,0,-28.12,19.84
Oct,12.5,-27.47,19.61
Oct,23,-27.21,18.97
Oct,12.8,-26.54,18.11
Oct,8.57,-26.53,18.12
Oct,0,-26.8,19.65
Oct,8.57,-26.97,19.8
Oct,11,-26.5,17.15
Oct,0,-25.72,16.55
Oct,6,-25.88,18.12
Oct,9,-25.13,17.78
Oct,8.57,-25.38,19.1
Oct,2.5,-24.85,16.98
Oct,3,-24.62,17.97
Oct,36.8,-24.86,18.81
Oct,0,-24.14,19.12
Oct,0,-23.87,17.95
Oct,0,-23.92,18.05
Oct,8.57,-23.68,18.27
Oct,16.5,-23.9,18.28
Oct,4.6,-23.67,18.39
Oct,6.9,-23.5,19.89
Oct,8.57,-24.84,16.98
Oct,26,-23.32,17.09
Oct,0.2,-22.98,14.65
Oct,0,-22.36,16.13
Oct,8.57,-22.78,16.37
Oct,8,-22.65,16.45
Oct,1.7,-22.57,16.78
Oct,15.9,-22.08,16.94
Oct,24.2,-22.53,17.08
Oct,5.1,-22.61,17.08
Oct,22,-22.6,17.07
Oct,59.6,-22.57,17.09
Oct,38,-22.58,17.12
Oct,14,-22.78,17.38
Oct,12,-22.83,17.78
Oct,8.57,-22.45,18.96
Oct,0,-21.85,15.21
Oct,0,-21.58,15.45
Oct,25,-22.26,16.42
Oct,10.6,-22.21,16.53
Oct,27.5,-22.3,16.93
Oct,8.57,-21.98,16.92
Oct,14,-22.5,17.4
Oct,52,-22.16,17.78
Oct,43.5,-22.26,18.15
Oct,50,-21.6,19.41
Oct,146,-21.84,20.75
Oct,0,-21.23,14.9
Oct,0,-21.36,15.37
Oct,9.4,-21.98,16.92
Oct,1.6,-21.7,17.7
Oct,6.2,-21.12,17.7
Oct,30.5,-21.66,17.82
Oct,18.5,-21.82,18.23
Oct,8.57,-21.14,18.79
Oct,0,-20.56,14.66
Oct,0,-20.95,14.83
Oct,0,-21.05,15.51
Oct,8.57,-21.22,15.73
Oct,0,-21.42,15.95
Oct,20.8,-21.04,16.22
Oct,36,-21.12,17.22
Oct,43.5,-21.2,17.82
Oct,27.5,-21.28,18.07
Oct,14.1,-21.41,18.16
Oct,92.9,-20.99,18.23
Oct,0,-20.61,20.85
Oct,0,-20.38,14.97
Oct,0,-20.21,15.01
Oct,0.8,-20.47,15.27
Oct,0,-20.27,15.3
Oct,0,-20.11,16.15
Oct,8.57,-20.88,15.85
Oct,8.57,-20.46,16.65
Oct,45.5,-20.42,17.33
Oct,25.1,-20.93,17.78
Oct,48.3,-20.96,17.82
Oct,21,-20.41,18.22
Oct,19,-20.42,19.82
Oct,0,-20.25,20.83
Oct,0,-19.69,14.32
Oct,0,-19.8,14.54
Oct,11,-19.63,14.85
Oct,45.7,-19.64,17.35
Oct,8.57,-19.56,18.11
Oct,28,-19.64,18.6
Oct,26,-19.6,20.5
Oct,0,-19.12,13.62
Oct,0,-19.06,14.35
Oct,0,-19.31,14.48
Oct,3.5,-19.81,15.18
Oct,26.4,-19.42,17.43
Oct,35,-19.16,17.85
Oct,33,-19.66,17.86
Oct,8.57,-19.71,17.97
Oct,73.7,-19.34,18.06
Oct,8.57,-19.59,18.14
Oct,0,-19.31,18.15
Oct,49,-19.28,19.2
Oct,72,-19.5,19.63
Oct,0,-18.92,14.11
Oct,0.5,-19.18,15.92
Oct,16.3,-19.33,15.94
Oct,14.8,-19.04,16.47
Oct,8.57,-19.35,17.13
Oct,9.5,-19.48,17.19
Oct,29,-19.45,18.41
Oct,15.5,-19.4,18.61
Oct,8,-19.1,18.79
Oct,0,-18.06,13.84
Oct,0,-18.12,14.32
Oct,0,-18.17,15.44
Oct,0,-18.19,16.38
Oct,4,-18.81,16.94
Oct,0,-18.08,16.53
Oct,8.57,-18.41,16.64
Oct,13.9,-18.49,17.06
Oct,31.4,-18.47,17.34
Oct,23.1,-18.86,18.13
Oct,20,-18.79,18.93
Oct,0,-18.2,19.48
Oct,0,-18.37,19.83
Oct,2,-17.89,15.07
Oct,6,-17.65,15.47
Oct,0,-17.86,13.03
Oct,0,-18.01,13.82
Oct,0,-18.05,13.84
Oct,56,-17.9,15.56
Oct,2.9,-17.79,15.61
Oct,5,-18.05,15.96
Oct,8.57,-18.02,15.92
Oct,0,-17.93,15.87
Oct,38,-17.43,16.71
Oct,26,-17.91,15.97
Oct,4,-18.12,15.54
Oct,0.5,-18,16.02
Oct,0.6,-17.72,16.14
Oct,25,-17.95,16.2
Oct,0,-18.24,16.24
Oct,0,-17.79,16.46
Oct,35,-17.54,17.72
Oct,10.2,-17.96,19.73
Oct,4.5,-17.9,19.81
Oct,6,-18.04,20.7
Oct,5,-18.04,21.43
Oct,0,-17.59,14.68
Oct,18,-17.74,14.88
Oct,0,-17.51,14.99
Oct,18,-17.55,15.53
Oct,8.57,-17.91,15.7
Oct,3,-17.99,15.69
Oct,10,-17.61,15.74
Oct,10,-17.79,15.77
Oct,12,-17.82,15.93
Oct,8.57,-17.9,15.97
Oct,24.8,-17.88,15.95
Oct,2.3,-17.79,16.07
Oct,13,-17.67,18.23
Oct,15,-17.68,18.66
Oct,4.2,-17.91,19.77
Oct,8.57,-17.9,20.21
Oct,7,-17.98,20.52
Oct,0,-17.87,22.9
Oct,0,-17.82,23.4
Oct,1.3,-17.97,23.45
Oct,0,-17.78,23.82
Oct,0,-17.66,24.14
Oct,39,-17.71,24.53
Oct,5,-17.98,24.12
Oct,4,-17.92,24.71
Oct,0,-17.44,13.27
Oct,10.5,-17.44,14.43
Oct,6,-17.46,15.09
Oct,0,-17.45,15.67
Oct,30.9,-17.44,15.33
Oct,52.5,-17.45,15.89
Oct,29,-17.42,16
Oct,0,-17.49,24.28
Oct,4.9,-17.49,24.32
Oct,0,-28.58,16.45
Oct,8.57,-28.09,18.69
Oct,1.8,-28.02,18.75
Oct,0,-28.12,19.84
Oct,0,-27.47,19.61
Oct,0,-27.21,18.97
Oct,8.57,-26.93,17.94
Oct,8.57,-26.58,18.12
Oct,0,-26.54,18.11
Oct,0,-26.8,19.65
Oct,0,-26.5,17.15
Oct,3.1,-25.72,16.45
Oct,2.1,-25.72,16.55
Oct,0,-25.88,18.12
Oct,0,-25.13,17.78
Oct,8.57,-25.38,19.1
Oct,0,-24.85,16.98
Oct,0,-24.62,17.97
Oct,0,-24.86,18.81
Oct,0,-24.14,19.12
Oct,0,-23.92,18.05
Oct,4.2,-23.9,18.28
Oct,0,-23.67,18.39
Oct,0,-23.5,19.89
Oct,8.57,-22.79,16.81
Oct,0,-23.32,17.09
Oct,0,-23.37,18.03
Oct,0,-22.98,14.65
Oct,0,-22.36,16.13
Oct,0,-22.61,17.08
Oct,2,-22.6,17.07
Oct,0.4,-22.57,17.09
Oct,0,-22.78,17.38
Oct,8.57,-22.83,17.78
Oct,0,-21.85,15.21
Oct,0,-21.58,15.45
Oct,0,-22.26,16.42
Oct,0,-22.5,17.4
Oct,2.4,-21.82,17.48
Oct,8.57,-22.23,17.54
Oct,0,-22.16,17.78
Oct,0,-22.26,18.15
Oct,0,-21.6,19.41
Oct,0,-21.23,14.9
Oct,0,-21.98,16.92
Oct,8.57,-21.69,17.06
Oct,8.57,-21.92,17.11
Oct,8.57,-21.35,17.14
Oct,8.57,-21.84,17.27
Oct,8.57,-22.99,17.39
Oct,0.6,-21.96,17.65
Oct,0,-21.7,17.7
Oct,0,-21.12,17.7
Oct,0,-21.66,17.82
Oct,0,-21.82,18.23
Oct,8.57,-20.56,14.66
Oct,0,-20.95,14.83
Oct,0,-21.05,15.51
Oct,8.57,-21.03,15.48
Oct,0,-21.42,15.95
Oct,4,-21.04,16.22
Oct,0,-21.12,17.22
Oct,0.2,-21.2,17.82
Oct,8.57,-21.28,18.07
Oct,0,-21.41,18.16
Oct,0,-20.99,18.23
Oct,0,-20.61,20.85
Oct,2,-20.11,16.15
Oct,0,-20.46,16.65
Oct,0,-20.42,17.33
Oct,0,-20.93,17.78
Oct,0,-20.96,17.82
Oct,0,-20.41,18.22
Oct,0,-19.69,14.32
Oct,0,-19.8,14.54
Oct,0,-19.63,14.85
Oct,1.2,-19.64,17.35
Oct,8.57,-19.56,18.11
Oct,27,-19.64,18.6
Oct,0,-19.6,20.5
Oct,8.57,-19.12,13.62
Oct,0,-19.31,14.48
Oct,0,-19.81,15.18
Oct,8.57,-19.42,17.43
Oct,8.57,-19.16,17.85
Oct,2,-19.66,17.86
Oct,15.1,-19.34,18.06
Oct,8.57,-19.31,18.15
Oct,1,-19.5,19.63
Oct,0,-18.92,14.11
Oct,0,-19.18,15.92
Oct,0,-19.33,15.94
Oct,8.57,-19.33,15.95
Oct,0,-19.04,16.47
Oct,0,-19.48,17.19
Oct,0,-19.45,18.41
Oct,0,-19.4,18.61
Oct,0,-19.1,18.79
Oct,0,-18.06,13.84
Oct,0,-18.12,14.32
Oct,0,-18.17,15.44
Oct,0,-18.19,16.38
Oct,0,-18.81,16.94
Oct,12,-18.08,16.53
Oct,0,-18.41,16.64
Oct,0,-18.49,17.06
Oct,0.2,-18.47,17.34
Oct,0,-18.86,18.13
Oct,0,-18.79,18.93
Oct,0,-17.89,15.07
Oct,0,-17.65,15.47
Oct,0,-18.05,13.84
Oct,0,-17.9,15.56
Oct,3,-17.79,15.61
Oct,0,-18.05,15.96
Oct,0,-18.02,15.92
Oct,13.7,-17.93,15.87
Oct,0,-17.43,16.71
Oct,0,-17.91,15.97
Oct,0,-18.12,15.54
Oct,0,-18,16.02
Oct,0,-17.72,16.14
Oct,0,-17.95,16.2
Oct,0,-18.24,16.24
Oct,0,-17.79,16.46
Oct,2,-17.54,17.72
Oct,7.5,-17.96,19.73
Oct,45,-17.9,19.81
Oct,0,-18.04,20.7
Oct,5,-18.04,21.43
Oct,0,-17.59,14.68
Oct,0,-17.74,14.88
Oct,0,-17.51,14.99
Oct,0,-17.55,15.53
Oct,0,-17.91,15.7
Oct,0,-17.99,15.69
Oct,7,-17.79,15.77
Oct,0,-17.82,15.93
Oct,0,-17.88,15.95
Oct,0,-17.79,16.07
Oct,1.8,-17.67,18.23
Oct,0,-17.68,18.66
Oct,0,-17.87,19.53
Oct,14.5,-17.91,19.77
Oct,0,-17.9,20.21
Oct,10,-17.98,20.52
Oct,0,-17.87,22.9
Oct,15.1,-17.82,23.4
Oct,0,-17.97,23.45
Oct,0,-17.78,23.82
Oct,0,-17.66,24.14
Oct,0,-17.71,24.53
Oct,0,-17.98,24.12
Oct,0,-17.92,24.71
Oct,8.57,-17.43,13.28
Oct,0,-17.44,14.43
Oct,0,-17.46,15.09
Oct,0,-17.45,15.67
Oct,4.5,-17.44,15.33
Oct,0,-17.45,15.89
Oct,0,-17.42,16
Oct,1,-17.48,16.33
Oct,5.6,-17.63,24.18
Oct,0,-17.49,24.28
Oct,8.57,-17.49,24.32
Nov,0,-27.47,19.61
Nov,26.02,-27.21,18.97
Nov,26.02,-26.54,18.11
Nov,0,-25.6,16.35
Nov,0,-24.23,17.5
Nov,26.02,-23.53,17.99
Nov,26.02,-23.68,18.27
Nov,0,-23.67,18.39
Nov,26.02,-23.4,19.02
Nov,0,-22.98,14.65
Nov,26.02,-22.65,16.45
Nov,26.02,-22.57,16.78
Nov,1.1,-22.8,16.83
Nov,2.4,-22.61,17.08
Nov,4.6,-22.6,17.07
Nov,9.2,-22.57,17.09
Nov,0,-22.78,17.38
Nov,26.02,-22.83,17.78
Nov,0,-22.26,16.42
Nov,1.4,-22.21,16.53
Nov,7.7,-22.3,16.93
Nov,26.02,-22.5,17.4
Nov,26.02,-22.33,17.62
Nov,8.4,-21.98,17.22
Nov,5.7,-22.16,17.78
Nov,0,-22.26,18.15
Nov,26.02,-21.91,16.32
Nov,26.02,-21.63,16.48
Nov,7.4,-21.98,16.92
Nov,0,-21.7,17.7
Nov,26.02,-21.12,17.7
Nov,0,-21.66,17.82
Nov,26.02,-21.82,18.23
Nov,14.5,-21.14,18.79
Nov,0,-21.03,15.48
Nov,26.02,-21.22,15.73
Nov,0,-21.13,16.17
Nov,6,-21.04,16.22
Nov,0,-21.12,17.22
Nov,7.7,-21.2,17.82
Nov,0,-21.28,18.07
Nov,2,-20.88,15.85
Nov,18.5,-20.42,17.33
Nov,2.5,-20.93,17.78
Nov,0,-20.96,17.82
Nov,0,-19.81,15.18
Nov,34,-19.66,17.86
Nov,25,-19.71,17.97
Nov,12.7,-19.34,18.06
Nov,22,-19.48,17.19
Nov,26.02,-19.34,18.07
Nov,35,-19.45,18.41
Nov,1,-19.4,18.61
Nov,18.5,-19.1,18.79
Nov,14,-18.19,16.38
Nov,5,-18.41,16.64
Nov,56,-18.73,17.58
Nov,9.5,-18.86,18.13
Nov,26.02,-18.92,18.3
Nov,10.9,-18.79,18.93
Nov,18,-18.2,19.48
Nov,19.5,-18.05,13.84
Nov,14,-17.91,15.35
Nov,51,-18.12,15.54
Nov,7.5,-17.95,16.2
Nov,42,-17.79,16.46
Nov,26.02,-18.04,20.7
Nov,13,-18.04,21.43
Nov,26.02,-17.52,14.63
Nov,11.4,-17.59,14.68
Nov,26.02,-17.51,14.99
Nov,9,-17.67,15.47
Nov,0,-17.55,15.53
Nov,26.02,-17.91,15.7
Nov,23,-17.61,15.74
Nov,63.6,-17.79,15.77
Nov,16.2,-17.88,15.95
Nov,26.02,-17.52,16.05
Nov,29,-17.57,17.22
Nov,19.9,-17.67,18.23
Nov,34.4,-17.68,18.66
Nov,26.02,-17.85,19.35
Nov,37,-17.87,19.53
Nov,19.4,-17.92,19.75
Nov,0,-17.9,20.21
Nov,52,-17.98,20.52
Nov,110,-17.97,23.45
Nov,0,-17.78,23.82
Nov,150.2,-17.71,24.53
Nov,27,-17.98,24.12
Nov,62.7,-17.92,24.71
Nov,26.02,-17.45,15.67
Nov,18.5,-17.44,15.33
Nov,1.2,-28.09,18.69
Nov,26.02,-28.45,18.73
Nov,0.5,-28.02,18.75
Nov,0,-27.47,19.61
Nov,0,-27.21,18.97
Nov,9,-26.93,17.94
Nov,1.6,-26.58,18.12
Nov,0,-26.54,18.11
Nov,0,-26.8,19.65
Nov,0.5,-26.5,17.15
Nov,0.5,-26.5,17.15
Nov,0.5,-25.6,16.35
Nov,0,-25.72,16.55
Nov,9.5,-26,17.77
Nov,13,-25.88,18.13
Nov,13,-25.88,18.12
Nov,26.02,-25.94,19.12
Nov,0,-25.13,17.78
Nov,0,-25.38,19.1
Nov,0,-24.85,18.8
Nov,0,-24.19,17.03
Nov,0.2,-24.27,17.07
Nov,0,-24.04,17.12
Nov,0,-24.18,17.36
Nov,0.6,-24.05,17.4
Nov,0.8,-24.23,17.49
Nov,0,-24.23,17.5
Nov,2.8,-24.52,17.85
Nov,0,-24.36,17.57
Nov,26.02,-23.33,17.06
Nov,0,-23.92,18.05
Nov,4.8,-23.9,18.28
Nov,0.9,-23.67,18.39
Nov,0,-22.78,16.37
Nov,5,-22.65,16.45
Nov,7.6,-22.8,16.83
Nov,26.02,-22.53,17.08
Nov,1.8,-22.61,17.08
Nov,6,-22.6,17.07
Nov,0.4,-22.57,17.09
Nov,16,-22.78,17.38
Nov,13,-22.83,17.78
Nov,3,-22.26,16.42
Nov,3.6,-22.21,16.53
Nov,26.02,-22.3,16.93
Nov,0.6,-22.02,16.96
Nov,26.02,-22.07,17.18
Nov,26.02,-22.26,17.02
Nov,7.1,-22.46,17.24
Nov,26.02,-22.38,17.34
Nov,1,-22.5,17.4
Nov,26.02,-21.82,17.48
Nov,26.02,-22.23,17.54
Nov,19,-21.15,17.18
Nov,26.02,-22.17,17.63
Nov,4.5,-21.98,17.22
Nov,9.8,-22.16,17.78
Nov,2,-22.26,18.15
Nov,26.02,-22.42,18.48
Nov,5.5,-21.6,19.41
Nov,0,-21.91,16.32
Nov,0,-21.98,16.92
Nov,26.02,-21.69,17.06
Nov,26.02,-21.92,17.11
Nov,26.02,-21.35,17.14
Nov,26.02,-21.84,17.27
Nov,26.02,-22.99,17.39
Nov,26.02,-21.96,17.65
Nov,0,-21.7,17.7
Nov,0,-21.12,17.7
Nov,4.5,-21.66,17.82
Nov,6,-21.82,18.23
Nov,0,-21.03,15.48
Nov,26.02,-21.22,15.73
Nov,15,-21.42,15.95
Nov,26.02,-21.13,16.17
Nov,1.5,-21.04,16.22
Nov,26.02,-21.12,17.22
Nov,21.2,-21.2,17.82
Nov,18,-21.28,18.07
Nov,26.02,-21.41,18.16
Nov,0,-20.99,18.23
Nov,15.1,-20.61,20.85
Nov,0,-20.88,15.85
Nov,26.02,-20.7,16.83
Nov,22,-20.42,17.33
Nov,14.5,-20.93,17.78
Nov,22.2,-20.96,17.82
Nov,48,-20.25,20.83
Nov,50,-19.66,17.86
Nov,78,-19.71,17.97
Nov,99,-19.34,18.06
Nov,479.3,-19.31,18.15
Nov,26.02,-19.28,19.2
Nov,127.5,-19.5,19.63
Nov,2.9,-19.33,15.94
Nov,26.02,-19.35,17.13
Nov,22,-19.48,17.19
Nov,138,-19.45,18.41
Nov,94.5,-19.4,18.61
Nov,59.5,-19.1,18.79
Nov,26.02,-18.17,15.44
Nov,26.02,-18.73,17.58
Nov,52.5,-18.47,17.34
Nov,58.5,-18.86,18.13
Nov,118,-18.79,18.93
Nov,19,-17.89,15.07
Nov,0,-18.05,13.84
Nov,26.02,-17.91,15.35
Nov,0,-18.05,15.96
Nov,9,-17.91,15.97
Nov,12.5,-18.12,15.54
Nov,46.1,-17.72,16.14
Nov,80,-17.79,16.46
Nov,26.02,-18.04,20.7
Nov,26.02,-17.52,14.63
Nov,18.5,-17.59,14.68
Nov,0,-17.74,14.88
Nov,23.6,-17.51,14.99
Nov,26.02,-17.67,15.47
Nov,45,-17.91,15.7
Nov,25.1,-17.88,15.95
Nov,145.8,-17.52,16.05
Nov,26.02,-17.57,17.22
Nov,155.8,-17.67,18.23
Nov,26.02,-17.85,19.35
Nov,123.9,-17.92,19.75
Nov,81,-17.9,20.21
Nov,74,-17.98,20.52
Nov,228,-17.87,22.9
Nov,299.3,-17.97,23.45
Nov,61,-17.78,23.82
Nov,143.2,-17.71,24.53
Nov,200.5,-17.92,24.71
Nov,48,-17.44,15.33
Nov,26.02,-17.63,24.18
Nov,26.02,-17.49,24.28
Nov,22.4,-17.49,24.28
Nov,26.02,-17.49,24.32
Nov,0,-28.09,18.69
Nov,0,-28.02,18.75
Nov,0,-28.12,19.84
Nov,0,-27.47,19.61
Nov,0,-27.21,18.97
Nov,26.02,-26,16
Nov,26.02,-26.93,17.94
Nov,26.02,-26.58,18.12
Nov,0,-26.54,18.11
Nov,0,-26.8,19.65
Nov,0,-26.97,19.8
Nov,26.02,-26.5,17.15
Nov,0,-26.5,17.15
Nov,0,-25.6,16.35
Nov,0,-25.72,16.55
Nov,26.02,-26,17.77
Nov,0,-25.88,18.12
Nov,0,-25.94,19.12
Nov,0,-25.13,17.78
Nov,0,-25.38,19.1
Nov,0,-24.85,16.98
Nov,0,-24.62,17.97
Nov,0,-24.86,18.81
Nov,26.02,-24.85,18.8
Nov,26.02,-24.19,17.03
Nov,26.02,-24.27,17.07
Nov,26.02,-24.04,17.12
Nov,26.02,-24.18,17.36
Nov,26.02,-24.05,17.4
Nov,26.02,-24.23,17.49
Nov,0,-24.23,17.5
Nov,26.02,-24.52,17.85
Nov,26.02,-24.36,17.57
Nov,0,-24.14,19.12
Nov,26.02,-23.28,14.76
Nov,26.02,-23.53,17.99
Nov,0,-23.92,18.05
Nov,0.1,-23.68,18.27
Nov,0,-23.9,18.28
Nov,26.02,-23.67,18.39
Nov,0,-23.5,19.89
Nov,0,-23.32,17.09
Nov,0,-23.12,18.4
Nov,0,-22.98,14.65
Nov,6.5,-22.36,16.13
Nov,26.02,-22.78,16.37
Nov,0,-22.65,16.45
Nov,26.02,-22.57,16.78
Nov,2.5,-22.8,16.83
Nov,3.2,-22.08,16.94
